datetime,1 mains,2 mains
2011-05-01 00:12:07,128.55,117.4
2011-05-01 00:12:10,127.41,117.78
2011-05-01 00:12:14,126.05,117.48
2011-05-01 00:12:17,127.57,117.2
2011-05-01 00:12:20,129.24,117.71
2011-05-01 00:12:24,130.42,117.66
2011-05-01 00:12:27,130.28,117.66
2011-05-01 00:12:31,131.16,116.82
2011-05-01 00:12:34,129.34,117.39
2011-05-01 00:12:38,126.92,117.65
2011-05-01 00:12:41,129.3,117.56
2011-05-01 00:12:45,129.92,117.44
2011-05-01 00:12:53,126.49,117.9
2011-05-01 00:12:57,126.1,117.6
2011-05-01 00:13:00,127.2,117.6
2011-05-01 00:13:04,127.09,117.01
2011-05-01 00:13:07,129.68,117.61
2011-05-01 00:13:11,129.49,117.51
2011-05-01 00:13:14,129.79,117.55
2011-05-01 00:13:17,127.5,117.03
2011-05-01 00:13:21,128.98,117.11
2011-05-01 00:13:24,129.33,117.68
2011-05-01 00:13:28,125.94,117.82
2011-05-01 00:13:31,126.62,117.94
2011-05-01 00:13:35,125.97,117.78
2011-05-01 00:13:38,125.06,117.44
2011-05-01 00:13:42,125.56,117.45
2011-05-01 00:13:45,126.57,117.98
2011-05-01 00:13:54,126.25,118.04
2011-05-01 00:13:57,126.58,118.16
2011-05-01 00:14:01,125.85,117.57
2011-05-01 00:14:04,126.4,117.86
2011-05-01 00:14:07,125.9,117.92
2011-05-01 00:14:11,125.89,118.23
2011-05-01 00:14:14,124.98,117.66
2011-05-01 00:14:18,125.87,118.07
2011-05-01 00:14:21,126.31,118.22
2011-05-01 00:14:25,126.62,118.3
2011-05-01 00:14:28,125.47,117.76
2011-05-01 00:14:32,125.75,117.64
2011-05-01 00:14:35,126.03,118.32
2011-05-01 00:14:39,126.7,118.38
2011-05-01 00:14:42,125.97,118.04
2011-05-01 00:14:45,125.67,118.16
2011-05-01 00:14:54,126.58,118.17
2011-05-01 00:14:58,127.19,118.1
2011-05-01 00:15:01,126.51,118.11
2011-05-01 00:15:05,125.64,118.17
2011-05-01 00:15:08,126.53,118.38
2011-05-01 00:15:11,126.67,117.96
2011-05-01 00:15:15,126.13,118.07
2011-05-01 00:15:18,125.42,118.03
2011-05-01 00:15:22,126.38,118.07
2011-05-01 00:15:25,126.97,117.55
2011-05-01 00:15:29,131.47,117.96
2011-05-01 00:15:32,126.56,118.15
2011-05-01 00:15:36,126.93,118.17
2011-05-01 00:15:39,131.08,117.89
2011-05-01 00:15:42,126.73,118.1
2011-05-01 00:15:46,126.91,118.51
2011-05-01 00:15:54,130.65,118.11
2011-05-01 00:15:58,128.16,118.27
2011-05-01 00:16:01,126.68,118.2
2011-05-01 00:16:05,128.01,117.74
2011-05-01 00:16:08,128.78,118.44
2011-05-01 00:16:12,129.72,118.44
2011-05-01 00:16:15,129.63,117.78
2011-05-01 00:16:19,131.54,118.04
2011-05-01 00:16:22,127.55,118.14
2011-05-01 00:16:26,129.22,118.45
2011-05-01 00:16:29,127.02,117.96
2011-05-01 00:16:32,126.43,118.59
2011-05-01 00:16:36,127.82,118.41
2011-05-01 00:16:39,129.03,118.41
2011-05-01 00:16:43,125.67,117.78
2011-05-01 00:16:46,127.14,118.21
2011-05-01 00:16:55,125.64,118.0
2011-05-01 00:16:59,126.44,118.25
2011-05-01 00:17:02,126.08,118.16
2011-05-01 00:17:05,125.6,117.9
2011-05-01 00:17:09,125.21,117.95
2011-05-01 00:17:12,125.66,118.04
2011-05-01 00:17:16,125.69,118.39
2011-05-01 00:17:19,125.72,118.37
2011-05-01 00:17:23,125.82,118.44
2011-05-01 00:17:26,125.36,118.06
2011-05-01 00:17:30,125.66,118.19
2011-05-01 00:17:33,126.52,118.31
2011-05-01 00:17:36,125.64,118.14
2011-05-01 00:17:40,126.28,118.38
2011-05-01 00:17:43,159.31,117.71
2011-05-01 00:17:52,159.61,117.69
2011-05-01 00:17:56,159.34,117.67
2011-05-01 00:17:59,159.77,118.15
2011-05-01 00:18:02,125.51,118.27
2011-05-01 00:18:06,125.12,117.99
2011-05-01 00:18:09,125.47,118.29
2011-05-01 00:18:13,125.96,118.31
2011-05-01 00:18:16,125.88,118.28
2011-05-01 00:18:20,127.4,118.52
2011-05-01 00:18:23,125.75,118.52
2011-05-01 00:18:27,126.34,118.37
2011-05-01 00:18:30,125.82,118.46
2011-05-01 00:18:34,126.59,118.35
2011-05-01 00:18:37,125.8,118.35
2011-05-01 00:18:40,124.97,118.05
2011-05-01 00:18:44,125.95,118.54
2011-05-01 00:18:53,125.97,118.4
2011-05-01 00:18:56,125.91,118.56
2011-05-01 00:19:00,125.93,118.31
2011-05-01 00:19:03,126.08,118.53
2011-05-01 00:19:07,125.79,118.3
2011-05-01 00:19:10,126.43,118.32
2011-05-01 00:19:14,125.89,118.27
2011-05-01 00:19:17,125.32,118.22
2011-05-01 00:19:21,125.82,118.16
2011-05-01 00:19:24,125.11,118.35
2011-05-01 00:19:28,130.8,118.25
2011-05-01 00:19:31,126.64,118.4
2011-05-01 00:19:34,131.38,118.22
2011-05-01 00:19:38,131.39,118.55
2011-05-01 00:19:41,127.01,118.22
2011-05-01 00:19:45,127.24,118.21
2011-05-01 00:19:54,129.08,117.99
2011-05-01 00:19:57,127.65,118.06
2011-05-01 00:20:00,127.98,118.05
2011-05-01 00:20:04,128.35,118.25
2011-05-01 00:20:07,128.76,117.79
2011-05-01 00:20:11,124.76,117.39
2011-05-01 00:20:14,128.98,117.59
2011-05-01 00:20:18,129.45,117.61
2011-05-01 00:20:21,127.18,118.01
2011-05-01 00:20:24,128.7,118.18
2011-05-01 00:20:28,130.89,118.23
2011-05-01 00:20:31,126.38,118.21
2011-05-01 00:20:35,126.69,117.59
2011-05-01 00:20:38,127.25,118.33
2011-05-01 00:20:42,131.24,118.21
2011-05-01 00:20:45,126.05,118.23
2011-05-01 00:20:54,126.11,118.22
2011-05-01 00:20:57,125.37,117.66
2011-05-01 00:21:01,125.41,117.6
2011-05-01 00:21:04,125.08,117.95
2011-05-01 00:21:08,127.27,118.16
2011-05-01 00:21:11,125.2,117.52
2011-05-01 00:21:15,125.5,117.59
2011-05-01 00:21:18,126.78,118.27
2011-05-01 00:21:21,125.5,117.81
2011-05-01 00:21:25,125.8,118.03
2011-05-01 00:21:28,125.77,118.23
2011-05-01 00:21:32,125.3,117.64
2011-05-01 00:21:35,125.94,118.25
2011-05-01 00:21:39,126.63,118.38
2011-05-01 00:21:42,125.36,117.83
2011-05-01 00:21:46,125.96,118.44
2011-05-01 00:21:54,125.61,118.25
2011-05-01 00:21:58,125.51,117.83
2011-05-01 00:22:01,126.1,118.08
2011-05-01 00:22:05,126.37,118.32
2011-05-01 00:22:08,125.42,118.11
2011-05-01 00:22:11,125.29,117.61
2011-05-01 00:22:15,126.07,118.35
2011-05-01 00:22:18,126.14,118.13
2011-05-01 00:22:22,128.92,118.1
2011-05-01 00:22:25,124.83,117.32
2011-05-01 00:22:29,125.04,117.24
2011-05-01 00:22:32,125.34,117.7
2011-05-01 00:22:35,124.52,117.18
2011-05-01 00:22:39,125.71,117.27
2011-05-01 00:22:42,125.44,118.05
2011-05-01 00:22:46,126.26,117.87
2011-05-01 00:22:55,126.35,118.12
2011-05-01 00:22:58,124.85,117.69
2011-05-01 00:23:01,125.74,117.84
2011-05-01 00:23:05,126.47,117.88
2011-05-01 00:23:08,124.93,117.47
2011-05-01 00:23:12,125.62,117.56
2011-05-01 00:23:16,126.17,117.75
2011-05-01 00:23:19,124.98,117.79
2011-05-01 00:23:22,124.93,117.1
2011-05-01 00:23:26,126.25,117.87
2011-05-01 00:23:29,129.72,117.97
2011-05-01 00:23:33,131.35,118.11
2011-05-01 00:23:36,126.41,117.78
2011-05-01 00:23:40,127.38,117.67
2011-05-01 00:23:43,131.5,117.96
2011-05-01 00:23:52,129.12,117.76
2011-05-01 00:23:55,125.75,117.44
2011-05-01 00:23:59,127.17,117.47
2011-05-01 00:24:02,131.22,117.93
2011-05-01 00:24:06,129.02,118.17
2011-05-01 00:24:09,126.45,118.01
2011-05-01 00:24:13,131.65,117.58
2011-05-01 00:24:16,126.64,117.95
2011-05-01 00:24:19,126.45,117.61
2011-05-01 00:24:23,132.38,117.79
2011-05-01 00:24:26,128.74,118.18
2011-05-01 00:24:30,126.46,117.92
2011-05-01 00:24:33,132.17,117.71
2011-05-01 00:24:36,129.17,117.93
2011-05-01 00:24:40,126.29,117.82
2011-05-01 00:24:43,131.01,117.69
2011-05-01 00:24:52,130.46,118.05
2011-05-01 00:24:56,125.47,117.9
2011-05-01 00:24:59,126.05,117.84
2011-05-01 00:25:03,126.36,118.02
2011-05-01 00:25:06,126.06,118.19
2011-05-01 00:25:10,126.64,117.98
2011-05-01 00:25:13,125.49,117.81
2011-05-01 00:25:16,125.44,117.9
2011-05-01 00:25:20,126.34,117.81
2011-05-01 00:25:23,125.75,117.72
2011-05-01 00:25:27,125.69,117.95
2011-05-01 00:25:30,126.04,118.36
2011-05-01 00:25:34,125.62,118.0
2011-05-01 00:25:37,126.14,117.52
2011-05-01 00:25:41,126.64,117.67
2011-05-01 00:25:44,125.89,118.32
2011-05-01 00:25:53,126.36,118.39
2011-05-01 00:25:57,126.29,118.18
2011-05-01 00:26:00,125.99,117.91
2011-05-01 00:26:04,126.5,118.73
2011-05-01 00:26:07,126.29,118.42
2011-05-01 00:26:10,126.11,118.7
2011-05-01 00:26:14,127.05,118.75
2011-05-01 00:26:17,125.83,118.1
2011-05-01 00:26:21,125.88,118.13
2011-05-01 00:26:24,126.56,118.65
2011-05-01 00:26:28,127.24,118.57
2011-05-01 00:26:31,127.05,118.57
2011-05-01 00:26:34,125.34,117.89
2011-05-01 00:26:38,126.31,118.56
2011-05-01 00:26:41,126.69,118.58
2011-05-01 00:26:45,126.61,118.73
2011-05-01 00:26:53,125.87,118.22
2011-05-01 00:26:57,126.29,118.61
2011-05-01 00:27:00,125.94,118.35
2011-05-01 00:27:04,125.82,118.59
2011-05-01 00:27:07,126.19,119.02
2011-05-01 00:27:11,126.26,118.68
2011-05-01 00:27:14,125.6,118.35
2011-05-01 00:27:18,126.98,118.52
2011-05-01 00:27:21,126.38,118.86
2011-05-01 00:27:25,126.72,118.94
2011-05-01 00:27:28,130.24,118.78
2011-05-01 00:27:31,126.22,118.66
2011-05-01 00:27:35,127.11,118.78
2011-05-01 00:27:38,129.79,118.82
2011-05-01 00:27:42,131.83,118.44
2011-05-01 00:27:45,127.3,118.8
2011-05-01 00:27:54,127.49,119.13
2011-05-01 00:27:57,127.86,118.5
2011-05-01 00:28:01,128.85,118.72
2011-05-01 00:28:04,126.12,118.65
2011-05-01 00:28:08,129.59,118.17
2011-05-01 00:28:11,130.47,118.34
2011-05-01 00:28:15,127.19,118.22
2011-05-01 00:28:18,127.61,118.0
2011-05-01 00:28:21,129.24,118.24
2011-05-01 00:28:25,128.23,117.58
2011-05-01 00:28:28,127.93,117.99
2011-05-01 00:28:32,127.62,118.25
2011-05-01 00:28:35,129.01,117.81
2011-05-01 00:28:39,129.57,118.08
2011-05-01 00:28:42,131.54,118.28
2011-05-01 00:28:46,127.1,118.27
2011-05-01 00:28:54,127.38,118.22
2011-05-01 00:28:57,126.22,118.28
2011-05-01 00:29:01,126.75,118.08
2011-05-01 00:29:04,126.67,118.25
2011-05-01 00:29:08,126.79,118.45
2011-05-01 00:29:11,126.84,118.05
2011-05-01 00:29:14,126.94,118.55
2011-05-01 00:29:18,126.6,118.44
2011-05-01 00:29:21,127.24,118.04
2011-05-01 00:29:25,126.19,117.94
2011-05-01 00:29:28,126.92,118.61
2011-05-01 00:29:32,127.35,118.65
2011-05-01 00:29:35,126.0,118.22
2011-05-01 00:29:39,126.68,118.0
2011-05-01 00:29:42,126.37,118.33
2011-05-01 00:29:46,126.49,118.37
2011-05-01 00:29:54,125.92,117.99
2011-05-01 00:29:58,126.37,118.22
2011-05-01 00:30:01,127.12,118.75
2011-05-01 00:30:05,126.8,118.53
2011-05-01 00:30:08,126.27,118.22
2011-05-01 00:30:12,126.1,118.18
2011-05-01 00:30:15,127.05,118.58
2011-05-01 00:30:19,126.56,118.67
2011-05-01 00:30:22,126.15,118.32
2011-05-01 00:30:26,126.26,118.42
2011-05-01 00:30:29,126.18,118.7
2011-05-01 00:30:32,126.58,118.64
2011-05-01 00:30:36,127.09,118.69
2011-05-01 00:30:39,125.42,118.02
2011-05-01 00:30:43,126.33,118.39
2011-05-01 00:30:46,125.99,118.69
2011-05-01 00:30:55,126.49,118.67
2011-05-01 00:30:58,125.37,118.1
2011-05-01 00:31:02,125.8,118.17
2011-05-01 00:31:05,125.82,118.63
2011-05-01 00:31:09,126.56,118.6
2011-05-01 00:31:12,125.9,118.33
2011-05-01 00:31:16,126.23,117.9
2011-05-01 00:31:19,126.52,118.49
2011-05-01 00:31:23,127.35,118.49
2011-05-01 00:31:26,128.58,118.67
2011-05-01 00:31:29,125.85,118.24
2011-05-01 00:31:33,127.69,118.63
2011-05-01 00:31:36,132.07,118.66
2011-05-01 00:31:40,126.98,119.12
2011-05-01 00:31:43,129.88,119.04
2011-05-01 00:31:52,132.44,119.0
2011-05-01 00:31:55,126.15,118.41
2011-05-01 00:31:59,127.05,118.71
2011-05-01 00:32:02,132.68,118.73
2011-05-01 00:32:06,335.6,118.37
2011-05-01 00:32:09,338.72,118.53
2011-05-01 00:32:13,346.08,118.65
2011-05-01 00:32:16,345.52,117.79
2011-05-01 00:32:20,341.85,118.67
2011-05-01 00:32:23,337.59,118.26
2011-05-01 00:32:26,336.85,117.99
2011-05-01 00:32:30,329.48,118.19
2011-05-01 00:32:34,326.23,118.12
2011-05-01 00:32:37,322.31,118.23
2011-05-01 00:32:41,316.66,118.19
2011-05-01 00:32:44,312.57,117.84
2011-05-01 00:32:52,315.04,118.07
2011-05-01 00:32:56,316.17,118.25
2011-05-01 00:33:00,314.66,118.12
2011-05-01 00:33:03,312.2,117.65
2011-05-01 00:33:07,312.18,117.94
2011-05-01 00:33:10,312.85,118.25
2011-05-01 00:33:13,311.97,117.64
2011-05-01 00:33:17,311.0,117.49
2011-05-01 00:33:20,311.49,117.98
2011-05-01 00:33:24,310.55,118.04
2011-05-01 00:33:27,309.53,117.77
2011-05-01 00:33:31,309.5,117.69
2011-05-01 00:33:34,310.38,118.05
2011-05-01 00:33:37,310.17,118.13
2011-05-01 00:33:41,309.65,117.84
2011-05-01 00:33:44,307.35,117.37
2011-05-01 00:33:53,308.15,117.31
2011-05-01 00:33:56,309.18,117.99
2011-05-01 00:34:00,308.17,118.07
2011-05-01 00:34:03,307.99,118.06
2011-05-01 00:34:06,307.2,117.67
2011-05-01 00:34:10,307.09,117.36
2011-05-01 00:34:13,307.98,118.19
2011-05-01 00:34:17,308.12,118.15
2011-05-01 00:34:20,308.09,118.16
2011-05-01 00:34:24,307.62,118.1
2011-05-01 00:34:27,307.71,118.1
2011-05-01 00:34:31,306.3,117.49
2011-05-01 00:34:34,306.79,118.15
2011-05-01 00:34:38,306.48,117.84
2011-05-01 00:34:41,307.13,118.09
2011-05-01 00:34:44,305.57,117.45
2011-05-01 00:34:53,306.35,117.83
2011-05-01 00:34:56,306.79,117.45
2011-05-01 00:35:00,305.64,117.23
2011-05-01 00:35:03,306.08,117.72
2011-05-01 00:35:07,306.48,117.74
2011-05-01 00:35:10,306.24,117.89
2011-05-01 00:35:13,307.11,118.34
2011-05-01 00:35:17,306.61,117.75
2011-05-01 00:35:20,305.75,117.95
2011-05-01 00:35:24,305.59,117.56
2011-05-01 00:35:27,308.95,118.08
2011-05-01 00:35:31,310.07,118.06
2011-05-01 00:35:34,306.85,118.32
2011-05-01 00:35:38,307.39,118.14
2011-05-01 00:35:41,311.35,118.41
2011-05-01 00:35:44,306.02,117.84
2011-05-01 00:35:53,308.2,118.43
2011-05-01 00:35:57,308.26,118.48
2011-05-01 00:36:00,307.43,118.28
2011-05-01 00:36:04,306.61,117.76
2011-05-01 00:36:07,305.81,117.81
2011-05-01 00:36:11,306.75,117.66
2011-05-01 00:36:14,306.58,118.29
2011-05-01 00:36:18,306.88,118.5
2011-05-01 00:36:21,306.25,118.38
2011-05-01 00:36:25,306.63,118.36
2011-05-01 00:36:28,305.13,117.77
2011-05-01 00:36:31,305.2,118.23
2011-05-01 00:36:35,306.17,118.06
2011-05-01 00:36:39,306.65,118.54
2011-05-01 00:36:42,308.49,118.24
2011-05-01 00:36:45,307.7,118.09
2011-05-01 00:36:54,304.4,118.28
2011-05-01 00:36:58,306.44,118.04
2011-05-01 00:37:01,303.95,117.46
2011-05-01 00:37:05,304.29,117.75
2011-05-01 00:37:08,304.5,117.93
2011-05-01 00:37:11,303.58,117.87
2011-05-01 00:37:15,304.32,117.69
2011-05-01 00:37:18,305.09,117.93
2011-05-01 00:37:22,303.21,117.47
2011-05-01 00:37:25,304.19,117.95
2011-05-01 00:37:29,303.98,117.92
2011-05-01 00:37:32,303.51,117.86
2011-05-01 00:37:35,303.33,117.55
2011-05-01 00:37:39,303.39,117.58
2011-05-01 00:37:42,304.4,118.01
2011-05-01 00:37:46,302.83,117.49
2011-05-01 00:37:55,303.28,117.77
2011-05-01 00:37:58,303.23,117.85
2011-05-01 00:38:01,303.18,117.65
2011-05-01 00:38:05,303.21,117.81
2011-05-01 00:38:08,302.95,117.91
2011-05-01 00:38:12,302.25,117.54
2011-05-01 00:38:15,304.09,117.99
2011-05-01 00:38:19,302.74,117.6
2011-05-01 00:38:22,303.19,117.78
2011-05-01 00:38:26,303.57,117.89
2011-05-01 00:38:29,302.69,117.74
2011-05-01 00:38:33,302.89,117.81
2011-05-01 00:38:36,302.75,117.76
2011-05-01 00:38:39,302.74,118.05
2011-05-01 00:38:43,302.97,117.86
2011-05-01 00:38:52,301.64,117.14
2011-05-01 00:38:55,303.16,117.86
2011-05-01 00:38:59,303.14,117.91
2011-05-01 00:39:02,302.18,117.79
2011-05-01 00:39:06,302.92,118.06
2011-05-01 00:39:09,302.21,117.82
2011-05-01 00:39:13,301.29,117.48
2011-05-01 00:39:16,302.12,117.85
2011-05-01 00:39:19,301.29,117.52
2011-05-01 00:39:23,301.81,117.77
2011-05-01 00:39:26,305.43,117.89
2011-05-01 00:39:30,305.0,117.6
2011-05-01 00:39:33,301.27,117.8
2011-05-01 00:39:37,303.18,118.06
2011-05-01 00:39:40,304.11,117.55
2011-05-01 00:39:44,301.95,117.69
2011-05-01 00:39:53,302.04,117.76
2011-05-01 00:39:57,304.19,118.1
2011-05-01 00:40:00,303.16,117.42
2011-05-01 00:40:03,302.62,117.97
2011-05-01 00:40:07,302.32,117.8
2011-05-01 00:40:10,302.22,117.34
2011-05-01 00:40:14,304.95,118.01
2011-05-01 00:40:17,303.78,117.6
2011-05-01 00:40:21,302.97,117.25
2011-05-01 00:40:24,304.82,117.84
2011-05-01 00:40:28,305.07,117.79
2011-05-01 00:40:31,302.37,117.74
2011-05-01 00:40:35,304.93,117.95
2011-05-01 00:40:38,301.58,117.9
2011-05-01 00:40:41,300.93,117.74
2011-05-01 00:40:45,302.44,117.84
2011-05-01 00:40:54,300.81,117.93
2011-05-01 00:40:57,300.49,117.89
2011-05-01 00:41:01,300.1,118.0
2011-05-01 00:41:04,300.67,118.22
2011-05-01 00:41:07,299.51,117.93
2011-05-01 00:41:11,300.05,118.33
2011-05-01 00:41:14,300.72,118.29
2011-05-01 00:41:18,300.51,118.15
2011-05-01 00:41:21,300.24,117.89
2011-05-01 00:41:25,299.95,118.22
2011-05-01 00:41:28,300.24,118.44
2011-05-01 00:41:32,300.69,118.53
2011-05-01 00:41:35,299.69,118.14
2011-05-01 00:41:39,299.79,118.17
2011-05-01 00:41:42,300.36,118.45
2011-05-01 00:41:45,299.13,118.09
2011-05-01 00:41:54,299.23,118.63
